Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Travel_Rarely,127,Sales,6,2,Other,1,705,4,Female,98,1,3,Sales Executive,4,Divorced,12873,18087,5,Y,No,17,3,2,80,0,30,1,2,35,11,8,0
50,Yes,Travel_Rarely,736,Human Resources,21,4,Medical,1,706,3,Female,79,2,1,Manager,1,Single,10316,23175,9,Y,Yes,21,3,3,80,2,14,6,4,27,7,5,2
33,No,Travel_Rarely,1311,Sales,24,4,Technical Degree,1,707,2,Female,41,2,4,Sales Representative,3,Married,7718,16684,0,Y,Yes,20,4,4,80,3,10,3,2,7,9,9,1
40,No,Travel_Rarely,585,Research & Development,24,1,Other,1,708,1,Male,87,4,4,Healthcare Representative,3,Single,10084,8839,4,Y,No,20,4,2,80,2,8,2,1,4,11,5,9
24,No,Travel_Rarely,781,Sales,28,3,Other,1,709,4,Male,92,2,4,Sales Representative,1,Single,7625,7728,8,Y,No,17,3,1,80,2,1,5,1,31,4,10,10
43,No,Non-Travel,1176,Research & Development,28,4,Life Sciences,1,710,4,Female,78,2,2,Manufacturing Director,2,Married,3428,14661,0,Y,Yes,21,3,2,80,1,29,3,1,29,0,5,12
49,No,Travel_Rarely,106,Research & Development,19,1,Human Resources,1,711,2,Female,65,3,2,Manufacturing Director,3,Married,2408,8354,8,Y,No,22,3,2,80,2,15,0,2,13,8,5,15
29,No,Travel_Rarely,690,Research & Development,18,4,Technical Degree,1,712,4,Male,83,1,2,Research Scientist,4,Single,10777,17039,3,Y,No,24,3,1,80,2,0,0,3,9,14,0,10
25,Yes,Travel_Frequently,1285,Research & Development,15,4,Human Resources,1,713,3,Male,76,2,4,Laboratory Technician,2,Divorced,19477,19663,2,Y,No,23,3,4,80,2,5,4,2,9,1,10,10
22,Yes,Travel_Rarely,309,Research & Development,2,4,Medical,1,714,2,Female,61,2,1,Healthcare Representative,1,Single,15254,25473,7,Y,No,18,3,1,80,3,10,1,3,5,3,5,0
59,Yes,Non-Travel,358,Sales,14,1,Other,1,715,2,Male,82,1,4,Sales Executive,1,Divorced,13987,8203,5,Y,No,11,3,1,80,0,32,5,2,15,3,3,4
45,No,Travel_Rarely,1330,Human Resources,21,2,Technical Degree,1,716,4,Male,61,3,1,Manager,1,Married,15445,24919,6,Y,No,18,3,3,80,1,16,0,2,25,2,1,1
22,No,Travel_Rarely,112,Research & Development,10,4,Marketing,1,717,1,Male,91,4,2,Laboratory Technician,1,Married,2544,3009,8,Y,No,24,4,2,80,1,33,2,1,20,15,5,6
43,No,Travel_Rarely,1050,Human Resources,28,4,Medical,1,718,1,Male,66,4,3,Human Resources,4,Divorced,9290,25942,4,Y,No,11,4,4,80,2,39,2,4,35,7,0,10
22,Yes,Travel_Rarely,109,Sales,16,2,Life Sciences,1,719,1,Male,67,2,2,Sales Representative,4,Single,16374,20095,1,Y,Yes,13,3,2,80,2,24,3,4,29,6,11,10
39,No,Travel_Frequently,1037,Research & Development,7,4,Life Sciences,1,720,1,Male,59,3,5,Healthcare Representative,3,Married,14459,15763,2,Y,No,19,3,4,80,0,21,0,3,4,11,0,12
32,No,Travel_Rarely,133,Human Resources,8,3,Human Resources,1,721,2,Female,87,4,1,Manager,4,Divorced,5199,11969,2,Y,No,14,3,1,80,2,25,5,4,9,11,4,3
30,No,Travel_Rarely,641,Sales,10,4,Other,1,722,2,Male,61,4,3,Sales Representative,1,Divorced,19047,16947,3,Y,No,20,3,3,80,3,26,5,2,30,3,5,0
45,Yes,Travel_Rarely,1106,Sales,15,3,Human Resources,1,723,4,Male,95,4,2,Sales Executive,4,Single,11102,4519,9,Y,No,23,4,1,80,0,37,0,2,10,14,1,11
50,No,Travel_Rarely,488,Research & Development,8,2,Marketing,1,724,1,Male,80,4,3,Research Scientist,2,Divorced,11880,2519,6,Y,No,19,4,2,80,2,8,6,1,37,5,9,9
40,Yes,Travel_Rarely,1353,Research & Development,13,1,Marketing,1,725,1,Female,40,4,4,Research Director,2,Divorced,8461,3881,9,Y,No,11,3,3,80,0,36,4,1,6,2,7,7
50,Yes,Travel_Rarely,741,Research & Development,12,2,Life Sciences,1,726,4,Male,88,2,1,Research Director,3,Single,4969,4678,5,Y,No,18,3,3,80,1,4,4,4,11,6,3,2
35,No,Non-Travel,308,Sales,8,4,Technical Degree,1,727,4,Male,49,4,5,Sales Representative,1,Married,7843,6742,2,Y,No,13,3,2,80,2,17,4,3,7,5,11,6
47,No,Travel_Frequently,1443,Research & Development,15,3,Life Sciences,1,728,4,Female,66,2,4,Research Scientist,4,Married,11573,18646,6,Y,Yes,21,3,4,80,0,21,6,4,27,0,3,10
43,No,Travel_Rarely,658,Sales,26,1,Life Sciences,1,729,3,Male,78,1,3,Sales Executive,3,Married,15751,2608,3,Y,No,17,4,3,80,0,11,0,4,15,7,9,6
33,No,Travel_Rarely,449,Sales,12,4,Marketing,1,730,4,Male,48,1,2,Sales Representative,3,Divorced,6100,5529,9,Y,No,12,3,4,80,2,21,3,4,2,0,13,6
30,No,Travel_Rarely,894,Sales,11,1,Human Resources,1,731,4,Male,84,3,1,Sales Representative,4,Divorced,17911,6619,7,Y,Yes,23,3,4,80,0,5,6,4,36,15,4,8
56,No,Travel_Rarely,335,Research & Development,19,1,Marketing,1,732,3,Female,69,2,5,Laboratory Technician,3,Single,4719,21094,6,Y,No,17,3,4,80,2,35,5,2,31,2,9,2
50,Yes,Travel_Rarely,1169,Research & Development,14,4,Other,1,733,1,Female,36,3,2,Research Scientist,1,Divorced,18222,12663,6,Y,No,17,3,3,80,2,26,3,3,20,1,3,10
43,No,Travel_Rarely,1107,Research & Development,27,2,Marketing,1,734,2,Female,34,1,5,Research Director,4,Divorced,7636,5298,8,Y,No,19,3,1,80,3,14,3,2,17,5,10,16
18,No,Travel_Rarely,838,Research & Development,18,4,Marketing,1,735,1,Male,71,1,1,Research Scientist,2,Married,8997,9859,7,Y,Yes,12,3,3,80,3,16,6,3,10,7,13,7
55,Yes,Travel_Frequently,1043,Research & Development,13,4,Life Sciences,1,736,2,Female,77,1,3,Research Director,2,Divorced,3995,12790,0,Y,Yes,18,3,1,80,0,2,3,1,7,6,4,1
19,Yes,Travel_Frequently,1267,Research & Development,4,2,Technical Degree,1,737,2,Male,36,1,5,Research Director,4,Divorced,11518,18236,6,Y,No,15,3,3,80,0,9,2,4,11,6,9,0
23,No,Travel_Rarely,277,Research & Development,17,3,Life Sciences,1,738,4,Female,40,4,1,Laboratory Technician,3,Divorced,16309,16773,2,Y,No,20,3,1,80,0,24,0,2,1,17,2,15
55,No,Travel_Rarely,550,Research & Development,19,4,Medical,1,739,4,Female,78,1,5,Healthcare Representative,3,Single,13674,3211,3,Y,No,19,3,1,80,1,20,1,3,21,2,7,3
59,No,Travel_Rarely,693,Research & Development,27,1,Marketing,1,740,3,Male,59,4,2,Manufacturing Director,2,Divorced,17569,3499,5,Y,No,18,4,3,80,2,39,0,1,8,10,5,8
41,Yes,Travel_Rarely,183,Research & Development,9,4,Marketing,1,741,1,Female,70,4,5,Research Scientist,2,Single,11522,14225,4,Y,Yes,13,3,4,80,2,8,3,1,13,10,7,7
35,No,Travel_Frequently,236,Sales,23,4,Medical,1,742,1,Male,32,3,2,Sales Executive,1,Married,10915,17191,7,Y,No,13,3,4,80,1,23,2,4,14,2,14,0
44,Yes,Travel_Rarely,957,Research & Development,7,1,Marketing,1,743,2,Male,69,4,2,Research Scientist,3,Divorced,7179,7508,1,Y,No,21,3,1,80,1,31,2,3,10,0,14,7
58,No,Travel_Rarely,1302,Research & Development,1,2,Marketing,1,744,4,Female,80,3,1,Healthcare Representative,1,Single,3632,8435,4,Y,No,22,3,2,80,0,2,0,2,12,9,4,4
25,No,Travel_Rarely,1368,Sales,7,3,Other,1,745,4,Male,61,4,4,Sales Representative,2,Married,16585,6268,4,Y,No,20,3,2,80,2,32,1,4,27,1,6,0
45,Yes,Travel_Rarely,1266,Research & Development,26,3,Marketing,1,746,1,Male,77,4,5,Healthcare Representative,2,Divorced,5374,19155,2,Y,No,18,3,3,80,3,11,6,2,24,16,9,6
27,No,Travel_Frequently,541,Research & Development,7,1,Medical,1,747,3,Male,49,1,3,Manufacturing Director,2,Single,12388,10836,9,Y,No,19,4,3,80,3,28,6,1,36,8,6,14
34,No,Travel_Rarely,1181,Research & Development,20,2,Life Sciences,1,748,4,Female,64,2,2,Manufacturing Director,2,Single,5349,2307,4,Y,No,12,3,3,80,1,20,3,2,5,17,5,6
46,No,Travel_Rarely,798,Human Resources,7,4,Marketing,1,749,3,Male,53,4,4,Manager,1,Married,5764,3760,3,Y,No,13,3,2,80,1,38,2,2,36,8,13,0
23,No,Travel_Rarely,520,Research & Development,8,4,Technical Degree,1,750,1,Male,69,2,2,Manufacturing Director,2,Divorced,16972,15370,4,Y,No,24,3,4,80,2,33,3,4,32,10,11,8
31,No,Travel_Rarely,189,Sales,16,4,Medical,1,751,1,Female,81,2,4,Sales Representative,4,Divorced,10107,11179,9,Y,No,24,3,3,80,2,32,3,2,24,16,9,0
39,No,Travel_Rarely,757,Human Resources,3,4,Human Resources,1,752,3,Male,68,2,4,Manager,3,Divorced,17000,22732,8,Y,No,18,4,3,80,3,31,5,4,22,13,13,11
23,Yes,Travel_Rarely,1133,Research & Development,13,4,Other,1,753,4,Male,97,4,3,Research Director,2,Single,19268,14362,6,Y,No,12,3,4,80,2,19,3,1,7,17,12,6
43,No,Travel_Rarely,316,Sales,10,1,Medical,1,754,1,Female,90,2,4,Sales Representative,3,Divorced,4967,21264,0,Y,Yes,18,3,1,80,0,2,4,4,16,17,3,8
56,No,Travel_Rarely,653,Sales,18,4,Life Sciences,1,755,2,Male,94,4,3,Sales Representative,2,Single,3145,26691,2,Y,No,15,3,3,80,1,3,5,4,30,11,5,4
29,No,Travel_Frequently,604,Research & Development,7,4,Medical,1,756,1,Female,91,1,1,Research Director,1,Single,11797,24338,8,Y,Yes,16,3,2,80,3,16,3,3,25,17,8,11
52,No,Travel_Rarely,800,Research & Development,21,2,Human Resources,1,757,4,Male,31,4,2,Manufacturing Director,3,Married,10054,3355,3,Y,No,24,3,2,80,3,16,3,2,10,7,10,1
31,No,Travel_Rarely,346,Research & Development,21,4,Other,1,758,2,Female,35,3,3,Research Scientist,1,Single,1515,19650,3,Y,No,20,3,3,80,0,18,1,1,29,7,13,8
39,No,Travel_Rarely,410,Research & Development,5,3,Technical Degree,1,759,1,Female,72,1,2,Manufacturing Director,2,Married,9608,23358,9,Y,No,25,3,2,80,2,3,6,4,10,7,14,0
40,Yes,Travel_Rarely,332,Research & Development,23,1,Human Resources,1,760,4,Male,69,2,5,Healthcare Representative,4,Married,9724,15984,5,Y,No,22,3,4,80,2,28,5,1,2,14,11,9
24,No,Travel_Frequently,256,Sales,25,1,Medical,1,761,4,Male,68,2,1,Sales Executive,4,Divorced,4059,20532,2,Y,No,14,3,1,80,1,16,6,3,39,7,3,13
57,No,Travel_Rarely,1300,Sales,27,1,Human Resources,1,762,1,Female,57,3,5,Sales Representative,4,Married,15792,15638,2,Y,No,13,3,1,80,0,21,5,2,39,13,12,13
42,No,Travel_Rarely,949,Sales,24,3,Medical,1,763,4,Male,92,1,5,Sales Executive,4,Divorced,3406,12178,8,Y,No,18,3,3,80,3,1,1,4,20,12,5,6
30,No,Travel_Rarely,216,Research & Development,22,4,Technical Degree,1,764,3,Male,93,3,4,Healthcare Representative,4,Married,8921,17233,4,Y,No,19,3,3,80,0,11,4,2,34,7,5,11
38,No,Travel_Rarely,412,Sales,7,1,Technical Degree,1,765,2,Female,41,2,4,Sales Executive,1,Single,2318,21293,6,Y,No,25,3,1,80,3,10,5,3,27,16,12,5
58,No,Travel_Rarely,1094,Research & Development,25,3,Life Sciences,1,766,3,Female,70,4,5,Research Director,4,Divorced,8211,23152,4,Y,No,23,3,1,80,0,39,4,3,21,5,2,12
27,No,Travel_Rarely,401,Research & Development,27,2,Technical Degree,1,767,1,Female,58,2,4,Manufacturing Director,2,Single,8709,18215,5,Y,Yes,25,3,3,80,2,28,3,1,17,16,12,7
26,No,Travel_Frequently,1143,Research & Development,22,4,Marketing,1,768,3,Male,52,3,2,Research Scientist,1,Divorced,5727,7290,7,Y,No,18,3,2,80,3,19,2,4,22,3,3,1
32,No,Non-Travel,885,Sales,17,3,Human Resources,1,769,1,Male,80,4,4,Sales Executive,1,Single,6959,6678,7,Y,No,19,3,3,80,1,4,2,1,25,6,2,9
19,No,Travel_Frequently,113,Research & Development,4,4,Human Resources,1,770,1,Female,74,4,5,Healthcare Representative,4,Married,11242,7115,1,Y,No,11,3,4,80,0,24,0,3,34,16,14,5
42,No,Travel_Rarely,333,Sales,24,2,Medical,1,771,4,Female,51,2,4,Sales Representative,3,Divorced,15180,24708,8,Y,Yes,15,3,3,80,2,33,2,2,28,17,2,15
30,No,Travel_Rarely,1056,Research & Development,23,3,Technical Degree,1,772,4,Female,39,4,4,Laboratory Technician,2,Divorced,11735,12276,9,Y,No,22,3,3,80,3,11,2,1,10,5,9,9
51,No,Travel_Rarely,831,Sales,16,4,Life Sciences,1,773,1,Female,36,1,3,Sales Representative,1,Divorced,18148,14603,5,Y,Yes,17,3,3,80,2,27,1,1,0,9,11,14
51,No,Travel_Rarely,1403,Research & Development,19,3,Life Sciences,1,774,2,Female,44,2,3,Research Scientist,2,Married,1154,12746,6,Y,No,18,3,3,80,0,33,0,2,15,17,3,9
52,No,Travel_Rarely,1478,Research & Development,10,1,Life Sciences,1,775,2,Male,75,2,5,Research Scientist,3,Single,13023,4725,2,Y,No,24,3,3,80,1,5,6,1,24,6,12,10
55,No,Travel_Frequently,1119,Sales,3,4,Other,1,776,2,Female,90,1,2,Sales Executive,1,Married,2867,8439,3,Y,No,21,3,3,80,1,18,0,2,37,13,3,1
20,No,Travel_Frequently,1100,Sales,27,3,Marketing,1,777,3,Male,90,2,1,Sales Representative,2,Married,5731,10190,5,Y,Yes,12,4,2,80,0,11,1,4,17,13,5,9
59,No,Travel_Frequently,404,Research & Development,3,1,Technical Degree,1,778,1,Male,80,3,1,Healthcare Representative,4,Married,4607,17000,6,Y,No,22,3,3,80,3,24,2,2,15,9,12,11
23,No,Non-Travel,642,Research & Development,28,2,Life Sciences,1,779,4,Male,67,3,5,Research Scientist,1,Single,14592,8394,5,Y,No,21,4,1,80,2,12,2,4,18,8,14,10
36,No,Travel_Frequently,571,Research & Development,17,4,Marketing,1,780,3,Female,41,2,2,Research Scientist,1,Married,15878,25826,4,Y,No,24,3,3,80,2,16,0,2,15,9,3,14
20,Yes,Travel_Rarely,914,Research & Development,10,4,Human Resources,1,781,3,Female,95,1,2,Research Scientist,1,Divorced,18022,7938,1,Y,No,14,3,2,80,3,11,2,3,4,1,5,3
35,No,Travel_Rarely,178,Research & Development,17,2,Medical,1,782,4,Male,83,4,2,Healthcare Representative,1,Married,16225,20654,6,Y,Yes,17,3,4,80,0,2,0,3,26,2,1,4
56,Yes,Travel_Rarely,1121,Sales,22,1,Technical Degree,1,783,1,Male,68,1,3,Sales Representative,4,Single,12367,7456,4,Y,No,15,4,1,80,2,23,2,4,5,15,3,0
26,No,Travel_Rarely,125,Sales,17,2,Technical Degree,1,784,3,Male,68,3,5,Sales Representative,3,Divorced,4527,10191,8,Y,No,11,3,3,80,2,7,3,4,33,9,1,0
29,No,Non-Travel,1140,Sales,21,4,Other,1,785,1,Female,59,2,1,Sales Representative,3,Single,5361,7693,3,Y,No,23,4,3,80,0,35,1,3,15,10,14,9
22,No,Travel_Rarely,777,Human Resources,4,3,Human Resources,1,786,1,Female,77,1,2,Manager,2,Married,13115,16699,9,Y,Yes,24,3,1,80,2,25,5,4,22,9,11,3
20,No,Travel_Frequently,626,Research & Development,21,1,Technical Degree,1,787,1,Male,60,4,5,Healthcare Representative,4,Single,8438,6352,1,Y,No,12,3,3,80,3,7,4,2,31,11,7,12
28,No,Travel_Rarely,448,Research & Development,23,1,Other,1,788,4,Female,54,4,1,Healthcare Representative,4,Divorced,10105,22597,6,Y,No,15,4,2,80,3,31,6,2,22,13,11,13
47,Yes,Travel_Rarely,273,Research & Development,6,1,Other,1,789,1,Male,97,4,3,Manufacturing Director,2,Single,6564,8734,6,Y,No,16,4,3,80,0,31,3,3,19,8,8,4
21,No,Travel_Frequently,1452,Human Resources,12,2,Other,1,790,3,Male,80,4,4,Manager,4,Divorced,9006,6382,0,Y,Yes,11,3,4,80,0,0,2,1,18,12,6,10
22,No,Travel_Rarely,813,Sales,25,2,Technical Degree,1,791,4,Male,42,1,1,Sales Representative,4,Divorced,11818,19355,4,Y,No,22,3,2,80,3,2,4,2,28,5,5,7
18,Yes,Travel_Frequently,590,Research & Development,22,3,Technical Degree,1,792,4,Female,92,4,1,Research Scientist,1,Married,17500,22963,2,Y,Yes,13,3,3,80,0,0,5,4,7,10,7,0
44,Yes,Travel_Rarely,479,Research & Development,25,3,Technical Degree,1,793,3,Male,71,3,1,Laboratory Technician,1,Married,10877,21022,8,Y,No,16,3,4,80,3,14,3,1,28,0,3,4
45,No,Travel_Rarely,1289,Research & Development,20,1,Marketing,1,794,4,Female,83,4,4,Manufacturing Director,1,Divorced,5204,7153,8,Y,No,16,3,1,80,3,19,5,1,17,14,9,12
46,No,Travel_Rarely,473,Sales,17,3,Other,1,795,3,Male,96,3,2,Sales Executive,4,Single,9465,17235,6,Y,No,17,3,2,80,3,2,1,2,4,6,10,4
35,No,Travel_Rarely,1101,Research & Development,17,2,Marketing,1,796,2,Male,85,1,4,Research Director,4,Divorced,4830,25642,8,Y,No,20,3,3,80,2,14,4,2,11,10,1,6
29,No,Non-Travel,1078,Human Resources,10,3,Medical,1,797,3,Male,48,3,1,Human Resources,3,Married,18069,4694,1,Y,No,22,3,3,80,0,36,5,1,9,16,13,11
30,No,Travel_Rarely,858,Research & Development,7,2,Technical Degree,1,798,4,Male,75,1,3,Research Scientist,1,Single,12687,17996,9,Y,Yes,24,3,1,80,2,20,4,1,36,4,3,1
58,No,Travel_Rarely,578,Research & Development,29,3,Human Resources,1,799,3,Male,44,4,1,Laboratory Technician,2,Divorced,6187,22006,7,Y,No,24,3,1,80,0,38,1,3,16,8,4,12
19,No,Travel_Frequently,483,Human Resources,16,4,Life Sciences,1,800,2,Female,61,2,3,Human Resources,4,Married,11907,20886,9,Y,No,13,3,2,80,1,22,5,4,31,15,8,13
54,No,Travel_Rarely,256,Research & Development,29,2,Medical,1,801,1,Male,78,3,5,Laboratory Technician,1,Divorced,6575,6954,9,Y,No,11,4,2,80,2,39,3,3,3,10,4,5
33,No,Travel_Rarely,358,Sales,13,4,Life Sciences,1,802,1,Female,50,3,3,Sales Representative,3,Divorced,6429,12259,9,Y,No,23,3,2,80,2,34,4,2,30,16,8,15
41,No,Travel_Rarely,775,Research & Development,3,2,Life Sciences,1,803,1,Male,94,2,1,Research Scientist,1,Divorced,1616,22426,0,Y,Yes,17,3,3,80,2,17,6,3,25,5,8,9
52,No,Travel_Rarely,169,Research & Development,2,3,Technical Degree,1,804,4,Male,99,1,4,Laboratory Technician,3,Single,6683,4428,2,Y,No,22,4,3,80,1,16,6,3,11,14,7,10
39,No,Travel_Rarely,445,Research & Development,16,4,Human Resources,1,805,2,Male,56,1,1,Healthcare Representative,3,Married,3403,2861,7,Y,Yes,21,3,2,80,0,30,6,3,17,2,4,0
53,No,Travel_Frequently,1402,Research & Development,6,3,Life Sciences,1,806,3,Female,52,4,1,Healthcare Representative,4,Married,12060,13831,7,Y,No,13,3,3,80,1,25,5,3,7,8,13,14
28,No,Travel_Rarely,774,Human Resources,6,2,Other,1,807,3,Male,76,3,5,Human Resources,3,Divorced,9079,15466,9,Y,No,15,4,1,80,0,21,1,4,31,11,11,15
46,No,Non-Travel,492,Human Resources,13,4,Life Sciences,1,808,3,Male,41,1,2,Human Resources,3,Divorced,11048,23361,7,Y,No,14,3,4,80,0,35,6,4,19,17,1,9
52,No,Travel_Rarely,360,Research & Development,7,1,Medical,1,809,3,Female,95,4,1,Research Scientist,2,Divorced,3030,22684,6,Y,No,22,4,3,80,0,34,5,1,39,15,4,9
32,No,Travel_Rarely,408,Sales,5,3,Human Resources,1,810,4,Male,34,1,5,Sales Representative,3,Single,17119,24426,1,Y,No,25,3,2,80,0,10,5,2,12,7,10,2
48,No,Travel_Frequently,1220,Human Resources,24,2,Human Resources,1,811,4,Female,38,2,4,Human Resources,2,Married,3057,9179,2,Y,No,11,3,3,80,0,26,3,3,22,4,0,10
59,Yes,Non-Travel,1051,Research & Development,7,4,Life Sciences,1,812,2,Male,49,2,5,Research Director,2,Divorced,1902,2838,8,Y,No,22,3,1,80,1,33,2,1,2,11,7,10
58,No,Travel_Rarely,1071,Sales,2,3,Human Resources,1,813,3,Female,92,2,5,Sales Representative,1,Married,14052,22652,1,Y,No,17,3,2,80,2,17,0,1,34,5,1,15
33,No,Travel_Rarely,347,Human Resources,17,4,Medical,1,814,1,Male,59,4,3,Manager,1,Divorced,12801,25676,6,Y,Yes,24,4,4,80,1,26,2,1,38,11,6,5
27,No,Travel_Rarely,834,Research & Development,13,3,Medical,1,815,4,Female,45,3,2,Research Director,4,Married,14622,21034,0,Y,No,23,3,2,80,2,3,2,4,20,14,14,8
49,No,Travel_Rarely,288,Research & Development,25,3,Medical,1,816,2,Male,34,2,2,Healthcare Representative,4,Divorced,15325,23544,2,Y,No,14,3,2,80,2,16,0,3,6,9,10,0
19,No,Travel_Rarely,1026,Research & Development,21,3,Other,1,817,2,Male,58,2,4,Research Director,4,Single,7096,26275,0,Y,No,11,3,2,80,3,5,5,3,25,16,1,5
41,No,Travel_Frequently,886,Research & Development,28,4,Technical Degree,1,818,4,Male,76,1,5,Laboratory Technician,3,Divorced,3942,6255,5,Y,No,21,3,3,80,2,10,2,2,22,6,11,12
40,No,Travel_Frequently,1498,Sales,27,4,Life Sciences,1,819,1,Male,51,2,4,Sales Representative,1,Divorced,19674,15915,3,Y,No,16,3,4,80,1,4,2,3,31,6,10,1
19,No,Travel_Rarely,509,Sales,21,3,Human Resources,1,820,1,Female,86,3,4,Sales Executive,3,Divorced,9273,11680,0,Y,Yes,14,3,1,80,3,17,1,3,1,10,13,1
55,No,Travel_Rarely,1250,Research & Development,28,1,Medical,1,821,3,Male,64,4,2,Manufacturing Director,1,Divorced,2389,2380,4,Y,No,23,3,3,80,0,24,1,1,38,1,13,3
48,No,Travel_Rarely,1462,Sales,16,1,Life Sciences,1,822,4,Male,89,2,2,Sales Executive,3,Divorced,17876,5341,3,Y,No,14,4,4,80,0,9,3,2,1,1,4,3
57,Yes,Travel_Frequently,442,Sales,26,1,Life Sciences,1,823,1,Male,99,4,2,Sales Executive,4,Married,10230,12888,9,Y,No,25,3,4,80,2,15,4,3,38,13,9,9
43,No,Travel_Frequently,664,Research & Development,20,2,Technical Degree,1,824,4,Male,89,4,1,Research Scientist,1,Married,12982,7193,9,Y,No,12,3,3,80,0,9,5,4,14,17,6,16
46,No,Travel_Frequently,1303,Research & Development,2,1,Other,1,825,2,Male,87,3,5,Research Scientist,1,Single,14173,18481,1,Y,No,11,3,2,80,0,9,6,3,15,15,5,15
20,No,Travel_Rarely,752,Human Resources,5,4,Human Resources,1,826,2,Male,32,1,4,Human Resources,2,Divorced,7110,18155,6,Y,Yes,13,3,4,80,3,35,3,1,25,10,13,7
31,No,Travel_Rarely,1053,Sales,18,1,Other,1,827,2,Female,63,1,5,Sales Representative,1,Married,5963,24413,7,Y,No,20,3,1,80,1,20,1,4,7,8,12,5
42,No,Travel_Frequently,1295,Sales,28,4,Human Resources,1,828,4,Female,74,4,4,Sales Representative,1,Married,6962,2505,3,Y,No,15,3,3,80,0,13,1,1,15,6,4,1
18,Yes,Travel_Rarely,1164,Research & Development,7,2,Medical,1,829,3,Male,79,2,4,Laboratory Technician,3,Divorced,7289,22823,8,Y,Yes,22,3,4,80,0,7,0,3,20,3,5,14
20,No,Travel_Rarely,170,Research & Development,11,4,Medical,1,830,3,Female,31,4,4,Laboratory Technician,4,Divorced,1787,22205,2,Y,Yes,19,3,1,80,1,0,0,4,38,15,1,10
43,No,Travel_Rarely,1361,Sales,25,4,Life Sciences,1,831,1,Male,44,1,4,Sales Representative,2,Single,4484,15892,5,Y,Yes,24,4,1,80,3,15,6,2,10,13,9,15
35,No,Non-Travel,482,Research & Development,25,4,Human Resources,1,832,4,Male,66,2,3,Healthcare Representative,3,Single,5732,17798,6,Y,No,25,3,1,80,3,25,6,2,23,10,0,3
26,Yes,Non-Travel,158,Sales,11,1,Human Resources,1,833,3,Male,44,1,3,Sales Representative,1,Married,15899,12203,6,Y,No,17,3,1,80,0,5,1,4,35,7,0,10
55,No,Travel_Rarely,1402,Sales,22,3,Other,1,834,4,Male,89,3,1,Sales Executive,3,Single,7722,3450,5,Y,Yes,14,3,3,80,2,38,2,4,17,10,7,13
40,No,Travel_Rarely,951,Research & Development,17,4,Medical,1,835,3,Male,93,1,2,Healthcare Representative,4,Married,9610,10443,8,Y,No,18,3,1,80,1,1,6,1,22,16,2,7
38,No,Travel_Frequently,1224,Research & Development,16,1,Marketing,1,836,2,Female,81,2,4,Laboratory Technician,2,Single,18452,20078,0,Y,Yes,22,3,3,80,3,8,3,4,12,9,14,5
18,No,Travel_Rarely,1017,Human Resources,13,1,Life Sciences,1,837,2,Female,52,2,5,Manager,3,Divorced,19702,25635,8,Y,No,14,4,1,80,0,4,1,1,38,11,10,3
38,Yes,Travel_Rarely,426,Research & Development,22,1,Human Resources,1,838,1,Male,66,4,3,Research Scientist,1,Single,18993,7800,8,Y,Yes,16,3,1,80,3,39,5,3,0,0,2,3
44,No,Travel_Rarely,562,Research & Development,5,3,Technical Degree,1,839,2,Male,70,2,2,Manufacturing Director,3,Married,13744,13775,3,Y,No,22,4,3,80,0,4,1,1,6,1,8,5
59,No,Non-Travel,280,Research & Development,20,3,Technical Degree,1,840,3,Female,86,3,1,Laboratory Technician,1,Single,19626,24037,4,Y,No,11,3,2,80,1,7,0,4,20,17,12,10
23,No,Non-Travel,945,Sales,16,3,Marketing,1,841,1,Male,54,1,2,Sales Executive,2,Married,10498,9290,2,Y,No,24,3,4,80,2,4,3,4,15,6,5,0
53,No,Travel_Rarely,675,Research & Development,28,3,Medical,1,842,1,Female,66,4,4,Research Director,2,Married,14983,23551,6,Y,No,16,3,4,80,1,4,3,3,13,15,3,1
45,No,Travel_Rarely,220,Sales,22,2,Medical,1,843,2,Male,69,4,2,Sales Executive,3,Single,17744,20860,1,Y,No,20,4,3,80,3,16,4,4,1,12,3,8
34,No,Travel_Rarely,650,Human Resources,22,3,Medical,1,844,4,Male,75,2,4,Human Resources,2,Single,14733,15643,7,Y,No,15,3,1,80,3,8,1,4,30,3,6,15
57,No,Travel_Frequently,747,Sales,16,3,Other,1,845,2,Male,89,3,3,Sales Executive,4,Married,12423,18630,8,Y,Yes,24,4,3,80,3,33,4,2,38,9,5,5
20,No,Travel_Rarely,127,Research & Development,16,3,Technical Degree,1,846,2,Female,48,4,3,Healthcare Representative,3,Divorced,11632,11915,5,Y,Yes,12,3,1,80,2,32,0,2,8,8,1,8
29,No,Non-Travel,1133,Sales,14,4,Medical,1,847,1,Female,38,3,4,Sales Executive,1,Single,16404,4890,8,Y,No,11,3,3,80,1,21,4,3,13,17,8,4
